Credit_total	Sexe	Education	Statut_marital	Age	Statut_mois_1	Statut_mois_2	Statut_mois_3	Statut_mois_4	Statut_mois_5	Statut_mois_6	Montant_mois_1	Montant_mois_2	Montant_mois_3	Montant_mois_4	Montant_mois_5	Montant_mois_6	Versement_mois_1	Versement_mois_2	Versement_mois_3	Versement_mois_4	Versement_mois_5	Versement_mois_6	Defaut_de_paiement
2619	2	2	1	40	0	0	0	0	0	0	555	571	533	491	491	491	36	42	31	18	18	18	0
8333	1	3	1	44	-1	-1	-1	-1	-1	-2	51	172	79	102	0	16	177	79	102	0	16	65	0
5714	2	1	2	27	-2	-2	-2	-2	-2	-2	78	216	67	94	289	92	216	67	94	289	92	22	0
1190	1	2	2	49	5	4	3	2	0	0	1246	1219	1193	1158	415	1	0	0	0	48	24	26	0
1905	2	2	2	22	0	0	0	0	0	0	41	60	121	145	170	175	29	71	36	36	17	12	0
1190	1	3	1	35	0	0	2	0	0	2	838	888	828	206	227	208	93	0	12	24	0	12	0
1905	2	2	2	36	2	0	0	-2	-2	-2	468	492	0	0	0	0	40	0	0	0	0	0	1
1429	2	2	2	22	0	0	0	0	0	0	1436	1438	1435	1099	690	716	60	60	36	24	36	48	1
2381	1	1	2	30	0	0	0	0	0	0	2394	2409	2405	2330	1883	1900	107	88	88	67	69	73	1
1190	1	1	1	25	0	0	0	2	0	0	1120	130	140	157	200	96	48	36	24	48	24	24	0
1190	1	3	1	47	0	0	0	0	0	0	309	333	365	381	389	397	29	37	30	14	14	14	0
5714	1	1	1	42	0	0	0	0	0	0	1722	2168	2167	1226	1217	0	476	53	25	24	162	259	0
3810	2	1	1	39	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	48	0
9286	2	2	1	41	-2	-1	0	0	0	0	95	599	4703	4278	4052	3913	599	4406	218	155	120	143	0
4048	2	1	2	32	-1	-1	-1	-1	-1	-1	330	152	223	529	487	208	157	223	529	487	208	86	0
11905	1	1	1	41	0	0	0	0	0	0	5521	2917	2552	2344	2234	2196	146	108	84	84	120	97	0
7619	1	1	2	38	-1	-1	-1	-1	-1	-1	92	129	399	1988	0	1245	129	399	1988	0	1245	372	0
2143	1	3	2	27	2	2	2	2	2	0	2097	2148	2188	2175	1411	1393	107	95	50	0	49	69	1
3095	1	2	2	28	2	2	2	0	0	0	3202	3229	3094	2223	2144	2140	148	0	83	77	77	76	1
714	2	2	1	26	1	2	2	0	0	2	651	669	686	650	693	678	36	36	24	54	0	47	0
3571	2	2	1	41	0	0	-1	-1	-1	-1	107	92	29	38	0	15	71	55	62	0	15	0	0
8333	1	1	2	31	0	0	0	0	0	0	7094	6818	3811	3142	3168	987	2383	136	143	150	50	0	0
7381	2	2	1	42	0	-1	-1	2	-1	-1	516	469	411	188	409	347	469	54	0	409	167	0	0
4762	2	3	2	29	-1	-1	-1	-1	0	0	46	24	53	88	772	737	24	53	88	762	26	38	0
10952	1	2	2	30	0	0	0	0	0	0	9432	8750	6139	9239	7726	7465	364	179	7717	287	286	292	0
1190	2	3	2	22	2	2	0	0	0	0	541	438	460	466	472	442	0	37	19	16	18	24	0
7143	2	3	2	31	0	0	0	0	0	0	2196	1602	1549	3515	5635	5645	107	144	2381	2381	205	202	0
9048	1	1	2	36	0	0	0	0	0	0	1642	1786	1455	1443	1321	1326	190	119	60	119	95	95	0
3571	2	1	1	50	-1	-1	-2	-2	-2	-2	151	0	0	0	0	0	0	0	0	0	0	0	0
5000	1	2	1	42	-1	-1	-1	-1	-1	-1	223	227	235	236	203	209	227	235	236	203	209	73	0
476	1	2	2	25	0	0	0	0	0	0	412	433	442	454	454	393	38	32	30	15	14	19	1
11905	2	1	1	40	-2	-2	-2	-2	-2	-2	50	0	0	0	0	12	0	0	0	0	12	3	0
3333	2	2	2	24	2	2	2	2	2	2	1206	1236	1260	1277	1243	1321	57	57	52	0	102	52	1
1905	2	3	1	41	0	0	-1	0	-1	-1	83	70	36	70	35	0	24	36	35	35	0	9	0
5000	2	1	2	30	1	-2	-2	-2	-1	-1	0	0	0	0	1179	0	0	0	0	1179	0	0	1
476	1	2	1	36	1	2	2	0	0	0	133	155	149	154	175	192	29	0	7	24	19	0	1
4048	2	2	1	38	0	0	0	0	0	2	3256	3187	3290	3340	2679	2627	119	162	155	198	0	100	0
4762	1	3	1	44	0	0	0	0	0	0	3307	3431	3393	3597	4208	4010	153	119	238	645	238	100	0
5476	2	1	2	24	1	2	0	0	2	0	497	445	412	437	222	44	0	29	71	0	6	39	0
3333	1	2	2	30	0	0	0	0	0	0	3120	3096	1812	1200	1124	1046	119	52	39	51	72	60	0
3333	1	1	2	36	0	0	0	0	0	0	1766	1556	1276	1174	1045	1068	95	83	48	60	43	48	1
4286	2	2	2	44	-1	-1	-1	-1	-1	-1	177	177	171	171	175	171	177	171	171	175	171	171	0
8571	2	1	2	26	0	0	0	0	0	-1	557	662	724	788	4286	5	114	81	74	3498	5	71	0
11905	2	1	1	44	0	0	0	0	0	0	2665	2481	2300	2320	4412	4278	95	95	415	2381	238	476	0
11905	1	3	1	49	-1	-1	-1	-1	-1	-1	298	664	834	1003	175	3637	667	845	1009	176	3656	372	0
5238	1	2	1	47	-1	-1	-1	-1	-1	-1	83	149	700	201	452	323	149	700	202	452	323	71	0
8333	1	2	2	36	0	0	0	0	0	0	5944	5494	5533	5577	5031	5021	191	226	215	179	191	175	0
238	1	3	2	46	2	2	3	3	3	3	25	25	25	25	25	25	0	0	0	0	0	0	1
5000	2	2	2	38	0	0	0	0	0	0	1819	1876	1965	2008	2091	1892	119	119	76	119	71	60	0
1905	1	2	2	33	0	0	0	0	0	-1	1666	1526	1490	1133	1065	1054	119	48	48	71	1054	71	0
714	2	2	3	41	1	-1	0	0	-1	0	196	392	169	238	439	406	392	31	238	439	17	281	0
1429	1	2	2	51	0	0	0	0	0	0	650	664	680	692	696	701	35	36	33	23	24	23	0
6190	1	3	1	43	0	0	0	0	0	0	4895	3596	3593	3630	2947	3011	143	179	143	102	107	107	0
8571	2	1	1	54	1	-2	-2	-1	0	-1	0	0	0	61	61	165	0	0	61	0	165	0	0
1190	2	2	1	34	0	0	0	2	0	0	1001	1222	1216	1038	471	479	238	98	0	21	48	24	0
7143	1	1	1	45	0	0	0	0	0	0	4606	4422	4525	4522	3474	3026	163	180	189	156	146	67	0
4762	2	3	3	45	-1	-1	-1	-1	-1	-1	105	171	92	81	162	236	171	92	81	162	236	119	0
1190	2	3	1	49	0	0	0	0	0	0	1118	863	698	665	673	657	72	48	48	48	24	48	0
1905	2	2	1	39	1	2	0	-1	-1	-1	928	832	807	49	124	89	0	24	49	124	89	33	1
1190	1	2	2	24	0	0	-1	-1	0	0	356	290	92	265	154	147	72	92	265	72	72	72	0
5000	2	1	1	54	-1	-1	-1	-1	-1	-1	36	156	280	138	95	0	156	281	139	96	0	0	0
476	2	2	1	49	1	2	0	0	0	0	455	403	437	452	467	467	0	48	33	24	0	0	0
2381	1	1	1	55	0	0	0	0	0	0	255	432	750	409	447	409	190	48	95	48	71	0	0
1190	1	2	2	25	0	0	0	0	0	0	589	617	563	591	608	632	48	48	48	36	48	48	0
5476	2	2	1	52	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
1667	2	3	1	47	0	0	0	0	0	0	1686	1665	1580	1515	1547	1581	60	56	55	56	60	55	1
476	1	3	2	26	-1	-1	-1	-2	-2	-2	2	19	0	0	0	0	37	0	0	0	0	0	0
2857	1	2	2	26	0	0	0	0	0	0	2734	2699	2781	2199	2108	1910	147	238	73	74	73	69	1
4762	2	2	1	30	0	0	0	0	0	0	4637	4691	4685	4634	4734	4680	214	169	169	176	171	174	0
8571	2	1	2	27	0	0	0	0	0	0	3110	2859	2638	2421	1875	1588	107	98	100	71	55	43	0
5714	2	1	2	28	-1	-1	-1	-1	-1	0	205	152	387	662	345	884	152	388	663	345	801	261	0
8571	2	2	2	38	-1	-1	-2	-2	-2	-2	40	0	0	0	0	0	0	0	0	0	0	0	0
11905	2	1	2	31	-2	-2	-2	-1	0	-1	417	24	376	696	478	1850	48	119	886	0	1919	242	1
1905	1	3	2	26	0	0	0	0	0	0	1894	1950	1815	1830	227	176	88	83	79	12	7	12	1
476	1	2	2	24	2	2	2	0	0	2	338	361	349	371	424	414	36	0	36	60	0	36	1
3571	2	2	2	28	2	0	0	0	0	0	2127	2151	2022	2067	1758	1435	96	95	119	119	71	119	1
1190	2	2	2	24	2	2	2	2	2	2	1176	1200	1225	1140	1215	1217	50	52	0	102	50	0	0
476	2	2	1	59	3	2	3	2	2	4	210	265	254	267	303	284	67	0	24	48	0	0	1
5476	2	1	2	29	-1	-1	-1	-1	-1	-1	212	8	17	62	76	101	8	17	62	76	101	118	0
2143	1	1	2	52	0	0	0	0	0	0	2182	2074	1160	656	661	712	122	48	71	24	71	71	0
7619	1	2	2	32	0	0	0	0	0	0	1789	1674	1220	1247	1298	1348	95	71	48	71	71	95	0
1190	1	3	2	46	1	2	0	0	0	0	1172	1147	1174	1184	1188	1159	0	48	45	48	48	48	1
2381	1	2	2	27	0	0	0	0	2	0	983	1011	1056	1158	1140	1163	48	60	117	0	42	48	0
476	2	2	2	23	2	2	0	0	0	0	297	286	317	334	341	348	0	36	29	12	13	92	1
7143	2	1	2	25	1	-1	-1	-1	-1	-1	0	215	96	0	26	40	215	96	0	26	40	0	0
1429	2	3	2	48	2	2	0	0	0	0	1145	1036	935	906	904	922	0	40	40	48	36	38	0
3571	1	3	1	37	4	4	4	3	2	0	3598	3662	3579	3524	3413	3408	155	0	12	0	104	100	1
1429	2	2	2	24	0	0	0	0	0	0	1291	1317	1336	1361	1279	1302	48	50	48	50	48	51	0
1429	2	2	1	35	0	0	0	0	0	2	664	701	777	792	851	834	48	95	28	71	0	33	0
8095	2	1	1	36	0	0	0	0	0	0	4379	4411	7764	6584	5996	5207	1430	3820	242	171	150	124	0
6905	2	2	2	26	1	2	2	0	0	0	431	450	434	483	634	644	33	0	55	158	45	56	0
2857	1	1	1	50	2	2	2	0	0	2	918	952	934	950	1006	1028	52	0	36	71	38	36	1
1667	2	1	2	36	0	0	0	0	0	0	1896	1786	1693	1758	1117	1159	71	69	101	190	60	40	0
6429	2	3	1	42	2	0	0	0	0	0	2547	2458	2124	2071	2057	2034	85	76	71	76	77	73	0
5238	1	1	1	55	-1	-1	-2	-1	-1	-1	42	0	0	1922	128	53	0	0	1922	128	53	2904	0
5476	2	4	2	26	1	-1	2	-1	-1	-1	0	12	12	15	26	70	12	0	15	26	70	36	0
1190	2	2	1	26	0	0	0	0	0	0	1205	1212	1032	241	229	234	46	35	28	10	8	12	1
476	1	2	2	55	0	0	0	0	0	2	175	197	221	249	266	252	31	31	35	29	0	8	0
1667	2	2	2	23	2	0	0	0	2	0	1645	1686	1605	1193	1133	1034	68	55	84	0	33	31	1
5476	2	1	2	36	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
4762	1	1	2	29	-1	-1	-1	0	0	-1	9	9	28	19	9	9	9	28	0	0	9	19	0
1905	2	2	2	23	2	2	2	2	2	2	545	568	577	585	598	607	38	26	24	26	22	0	0
2619	2	2	2	29	2	2	4	4	3	2	14	14	14	14	7	4	0	0	0	0	0	22	1
1190	2	2	2	23	0	0	0	0	0	0	327	329	234	140	153	165	48	26	24	24	24	24	0
1667	1	3	2	28	1	2	0	0	0	0	1642	1603	1633	1628	1620	1624	0	72	61	62	58	63	0
476	2	4	2	22	0	0	0	0	0	0	466	462	370	34	12	0	110	24	21	0	36	0	1
1190	2	2	2	29	0	0	0	0	0	0	1072	1048	940	473	462	471	48	32	16	20	21	24	0
11190	2	2	2	32	0	0	0	0	0	0	11701	11634	11557	8594	8062	2946	7143	379	283	2857	152	5952	1
9286	1	1	1	41	2	2	2	2	2	2	3995	4077	3984	4173	4265	4354	174	0	286	155	155	0	1
1429	1	2	2	30	-1	-1	2	-1	-1	-1	22	36	18	18	1401	150	36	0	18	1401	150	0	0
714	1	2	2	28	-1	0	0	0	-1	-1	652	548	653	684	19	0	71	119	48	19	0	0	1
2619	1	2	2	29	0	0	-2	-2	-2	-2	983	0	0	0	0	0	0	0	0	0	0	0	0
714	2	2	2	22	0	0	0	0	0	0	651	681	695	690	312	0	48	36	0	12	0	0	0
1905	1	2	2	36	0	0	0	0	0	0	1884	1242	1054	1001	806	708	48	48	36	36	48	36	0
238	2	2	2	27	2	0	0	0	0	0	159	180	199	207	211	215	27	29	24	4	4	0	0
1905	2	2	1	38	0	0	0	0	0	0	1681	1700	1736	1772	1808	1845	48	50	50	51	52	59	0
1190	1	2	2	36	0	0	0	0	-1	0	141	147	98	16	23	23	29	29	0	23	0	0	0
4286	2	2	1	38	0	0	0	-2	-2	-2	231	52	0	0	0	0	24	0	0	0	0	0	0
714	1	2	1	36	0	0	0	0	0	0	160	120	160	207	227	79	48	48	48	119	0	0	0
5238	1	3	1	65	-1	-1	-1	-1	-1	-1	28	36	73	42	55	9	36	83	42	56	9	56	0
7381	1	2	2	29	3	2	2	2	-1	2	10	10	10	10	484	454	0	0	0	484	0	514	0
9762	2	2	1	35	0	-1	-1	0	-1	-1	266	44	327	144	198	213	44	327	3	198	213	628	0
6905	1	1	2	32	0	0	0	0	0	2	561	1238	1171	1623	1606	1062	715	48	476	43	0	195	0
11905	1	1	2	35	-1	0	0	0	0	-1	33	146	486	187	20	19	114	467	4	0	19	20	0
1429	1	2	1	33	0	0	0	0	0	0	1006	927	775	661	697	952	48	72	72	48	25	48	0
1905	2	3	1	29	1	2	0	0	0	0	1925	1800	1842	1878	1903	1912	0	71	65	72	143	67	1
5476	2	2	2	28	0	0	-1	-1	-1	-2	592	582	93	21	0	0	102	93	21	0	0	0	0
2381	2	2	2	25	0	0	0	0	0	0	2095	2057	2109	2020	1661	1128	95	93	71	48	48	48	0
1905	2	2	1	35	0	0	0	0	0	-1	53	82	105	126	0	8	30	29	24	0	8	738	0
5000	2	2	1	36	0	0	0	0	0	0	2953	2856	1637	1561	1554	1534	119	71	71	71	71	60	0
6905	2	2	1	32	0	0	0	0	0	0	1819	1862	1898	1926	1943	1801	81	88	86	71	71	71	0
1429	1	1	1	37	2	0	0	0	0	0	523	562	612	642	679	703	48	60	48	48	36	48	1
1667	1	2	2	34	0	0	0	0	0	0	1652	1649	1702	1538	764	634	95	95	48	36	24	95	0
238	1	3	1	36	0	0	0	2	2	2	122	146	201	194	213	206	30	61	0	26	0	8	0
5476	2	2	2	38	-2	-1	0	0	0	0	20	1262	1211	1206	1221	1266	1262	54	51	27	76	28	0
2857	2	2	2	28	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
4524	1	2	2	36	0	0	0	0	0	0	3678	3391	2840	2375	2423	2504	147	119	91	86	119	119	1
7381	2	1	2	27	-1	-1	-1	-1	-1	-1	20	8	26	51	59	50	8	26	51	219	50	156	0
2381	1	2	1	42	0	0	0	0	0	0	2398	2251	2119	1942	1800	1636	80	95	67	78	70	8	1
1905	2	3	1	53	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
1429	2	2	1	25	0	0	0	0	0	0	491	509	532	534	530	604	33	32	22	19	95	119	1
1190	1	2	2	22	0	0	0	0	0	0	810	824	476	449	429	441	32	36	17	16	24	24	1
1190	1	2	2	26	0	0	0	0	0	0	985	843	664	549	456	464	36	34	31	24	24	24	0
714	1	1	2	24	0	0	0	0	0	0	674	653	676	669	686	661	35	35	34	27	24	24	0
3095	1	3	2	56	0	0	0	0	0	0	808	842	876	745	773	808	48	48	48	48	48	71	0
2857	1	3	2	26	0	0	0	0	0	0	2099	1986	1868	1850	1887	1330	143	98	71	71	48	0	0
11190	1	2	2	29	0	0	0	0	0	0	1410	1121	831	808	814	844	74	119	72	48	50	240	0
1667	2	2	1	33	2	0	0	0	0	0	1174	1148	656	638	489	458	36	31	36	24	24	48	1
7143	2	1	2	35	0	0	0	0	0	0	7008	7206	7147	5398	5470	5546	357	269	189	200	214	125	0
5000	2	1	2	25	-1	-1	-1	-1	-1	-1	9	9	9	9	9	19	9	9	9	9	19	35	0
10000	2	1	2	30	0	0	0	0	0	0	1100	632	362	328	219	105	37	48	119	48	24	6	0
3095	1	3	1	54	-1	-1	-1	-2	-1	-1	5	60	0	0	10	4	60	0	0	10	4	7	0
714	2	3	2	31	-1	-1	-1	-1	-1	-2	130	174	71	62	0	0	191	71	62	0	0	0	0
5000	2	1	2	27	-1	0	0	0	2	-1	938	921	934	928	16	49	48	47	31	0	49	97	0
6667	2	3	1	37	-1	-1	2	-1	-1	-1	109	925	364	338	622	107	928	0	338	622	107	256	0
6667	2	2	1	44	2	2	2	2	2	2	4432	4328	4576	4655	4744	4664	0	357	190	167	0	357	1
714	1	2	1	53	0	0	0	0	0	0	704	716	673	688	703	730	34	71	36	26	48	24	0
714	2	2	1	52	0	0	2	0	0	0	645	723	667	569	99	0	98	2	45	2	0	0	0
952	2	2	2	23	-1	2	-1	-1	0	0	16	8	8	628	585	593	0	8	628	21	26	20	1
3810	1	2	2	25	0	0	0	0	0	0	97	108	114	131	109	112	25	30	24	2	2	24	0
4762	1	2	1	32	0	0	0	0	0	0	1765	1580	1446	1280	1094	910	71	119	71	48	48	71	0
1905	2	2	2	24	0	0	0	0	0	0	1875	1834	1589	514	223	221	95	66	45	24	11	476	0
5238	1	2	2	30	-1	-1	2	-1	2	2	18	37	18	5283	5333	4880	37	0	5283	179	0	238	1
4762	2	1	1	38	-1	-1	-1	-1	-1	-1	116	673	350	124	150	148	673	350	124	150	148	130	0
1190	1	2	2	22	-1	2	2	2	0	0	473	459	503	455	468	482	0	60	0	24	25	14	1
7143	1	1	2	27	1	-1	-1	-2	-1	-1	0	266	0	0	79	79	266	0	0	79	79	79	0
8571	2	2	2	43	-2	-2	-2	-2	-2	-2	145	428	116	72	93	459	428	117	72	93	459	1240	0
11190	2	1	1	28	0	0	0	0	0	0	4244	4230	4095	3929	3782	3525	145	143	169	121	124	117	0
6429	2	1	2	27	0	0	0	0	0	0	4780	4867	4711	4137	3550	3454	226	213	173	129	126	121	0
238	1	2	1	44	0	0	2	0	0	0	159	216	209	229	229	233	64	0	28	0	5	0	0
6190	2	1	1	31	0	0	0	0	0	0	1198	3049	1318	933	1188	495	2033	787	120	480	68	1	0
6667	2	1	2	30	0	0	0	0	0	0	3833	3245	3120	2849	2757	2741	119	143	95	95	119	125	0
6190	2	1	2	31	0	0	0	0	0	0	2792	2891	2900	3038	2623	2675	167	99	190	95	95	119	0
1190	1	2	2	25	2	2	2	2	2	-2	1456	1390	1257	1251	213	234	71	0	35	1221	24	9	1
1429	1	3	1	49	0	0	0	0	0	0	1067	989	968	972	967	968	71	107	60	43	100	60	0
2857	1	2	1	52	2	0	0	0	0	0	2554	2543	2506	1110	1085	1100	106	65	71	119	71	71	0
7143	2	2	2	30	-1	-1	-1	-1	2	-1	52	0	7	17	4	183	0	7	29	0	183	90	0
1190	2	1	2	29	0	0	0	0	0	0	210	182	955	894	547	351	156	884	68	71	24	119	0
4286	1	2	1	34	0	0	0	0	0	0	897	929	957	993	1040	1071	43	48	48	60	48	48	0
1905	1	2	2	28	0	0	0	0	2	0	1141	1190	1190	1194	1116	1133	74	51	102	0	67	71	0
3095	1	1	2	27	0	0	0	0	0	0	2016	1716	594	424	279	238	49	48	24	24	14	48	0
476	2	3	1	33	1	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	1
6667	2	2	2	25	1	2	-1	-1	-1	-1	160	108	92	9	9	9	1	102	9	9	9	3957	0
7857	2	1	1	31	0	0	2	0	0	0	2521	2582	2514	2521	2536	2554	220	0	86	98	376	0	0
8571	2	2	1	33	0	0	-2	-1	-1	-1	76	0	0	40	0	23	0	0	40	0	23	19	0
2619	2	3	1	31	0	0	2	0	0	0	533	589	537	529	526	518	110	0	31	48	36	19	0
5000	2	1	2	31	-2	-2	-2	-2	-2	-2	0	0	115	71	341	124	0	115	71	341	124	65	0
2143	1	2	2	34	0	0	2	0	-1	-1	1853	1197	334	301	480	1750	136	0	48	480	1750	71	0
1667	2	2	2	23	2	2	2	0	0	2	354	416	402	429	460	473	68	0	33	38	24	0	1
952	1	3	1	49	0	0	0	0	0	0	814	807	824	856	850	937	45	38	541	30	110	0	0
7619	2	1	1	39	0	0	0	0	0	0	4916	2790	3067	3174	1283	314	119	357	119	119	71	119	0
3571	2	2	1	44	0	0	0	0	0	0	1475	1322	525	413	413	286	357	29	0	0	0	0	0
4286	2	2	2	36	-1	-1	-1	-1	-1	-2	9	53	145	37	0	0	53	145	37	0	0	0	1
714	2	1	2	27	0	0	0	0	0	0	558	585	611	624	638	656	36	36	24	24	29	102	1
1905	2	1	1	27	3	2	0	0	0	3	1713	1672	1709	1741	1971	1937	0	78	76	273	0	0	1
1190	2	2	2	23	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
714	2	2	1	36	0	0	0	2	0	0	555	586	629	646	658	672	48	60	36	29	27	38	0
3810	2	2	2	29	0	0	-1	-1	-1	-1	860	520	10	10	68	46	500	10	10	68	46	193	1
4286	1	1	1	28	2	3	2	0	0	0	4457	4344	3127	3126	2384	2063	0	0	174	98	207	0	0
3333	2	2	2	35	0	0	0	0	0	0	3343	3092	2092	2011	2078	1939	131	170	68	96	142	74	0
1190	2	1	1	25	0	0	0	0	0	-2	1150	1166	1207	1182	0	0	43	60	59	0	0	0	1
1190	1	1	2	26	-2	-2	-2	-2	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0
1190	1	2	1	50	-1	-1	0	0	0	0	454	1184	1190	209	205	178	1250	45	7	8	11	5	0
5476	2	4	2	45	0	0	0	0	0	0	3438	3483	3556	3632	3713	3794	129	131	136	143	143	143	0
1905	2	3	1	54	0	0	0	0	0	0	1879	1861	1522	1295	1163	1185	76	71	52	48	48	48	0
476	1	3	2	24	0	0	0	0	0	0	463	403	428	468	458	463	30	31	48	16	16	16	0
4762	2	1	2	33	-1	-1	-1	-2	-2	-2	20	102	0	0	0	0	118	0	0	0	0	0	0
10000	2	1	2	31	0	0	0	0	0	0	5557	5750	6606	6852	7000	7601	286	952	357	262	714	357	1
1190	2	2	1	28	3	2	2	7	7	7	57	57	57	57	57	57	0	0	0	0	0	0	0
1905	1	3	1	29	2	2	0	0	2	4	1657	1616	1638	1761	1884	1959	0	62	151	167	119	0	1
2381	2	1	2	25	0	0	0	0	2	0	314	349	384	443	316	323	48	48	66	0	15	17	0
10714	2	1	1	35	-1	-1	-2	2	-1	-1	10	0	0	9	9	9	0	0	9	9	9	9	0
9286	2	2	1	37	0	0	0	0	0	0	4776	4828	4558	1937	1592	1589	198	163	71	56	57	56	0
6190	2	2	1	31	0	0	0	0	0	0	1956	1978	2032	2086	2133	2179	86	88	90	83	81	74	0
5000	2	2	1	42	0	0	0	0	0	0	2617	2197	1892	649	774	982	274	238	285	428	357	357	0
5952	2	3	1	43	-2	-2	-2	-1	-1	-1	201	328	548	576	551	95	329	548	597	551	95	682	0
5476	1	2	1	29	0	0	0	0	0	0	1337	1435	1514	1713	1807	1800	119	119	238	119	119	119	0
2381	2	1	2	27	0	0	0	0	0	0	1384	1432	1469	1681	1671	1716	71	60	238	60	71	81	0
6667	2	2	2	29	-2	-2	-2	-2	-2	-2	2	0	0	0	0	0	0	0	0	0	0	119	0
5000	1	2	2	39	0	0	0	0	0	0	797	855	959	1014	1045	327	71	119	71	48	24	286	0
1190	1	3	2	34	0	0	0	0	0	0	1177	1170	1185	1152	776	793	43	53	36	27	30	30	0
5714	1	2	2	30	-2	-2	-2	-2	-2	-2	333	190	50	186	32	70	190	50	186	32	70	103	0
8571	1	3	1	41	-1	-1	-1	-1	-1	-1	12	12	12	12	12	12	12	12	12	12	12	12	1
1190	2	2	1	44	0	0	2	0	0	0	1038	1103	1047	1054	907	733	119	0	60	36	48	24	0
11667	1	2	2	42	0	0	0	0	0	0	10846	11065	11378	11638	10168	10385	383	476	452	381	381	357	0
1429	2	3	1	39	1	2	0	0	2	0	738	704	741	813	561	572	0	71	87	0	24	71	0
1190	1	3	1	43	0	0	2	0	0	0	190	271	212	204	205	474	93	0	11	7	36	12	0
3571	1	2	1	45	0	0	0	0	0	2	1544	1365	856	636	1693	1521	73	49	0	1521	0	95	0
1190	2	2	1	52	-1	-1	-2	-2	-2	-1	14	23	0	0	0	155	23	0	0	0	155	44	0
3095	2	2	2	39	2	2	2	2	0	0	1191	1249	1262	1227	1254	1279	83	48	0	50	50	52	1
1190	2	2	2	23	0	0	0	0	0	2	638	668	697	726	806	789	48	48	48	95	0	48	0
1190	1	3	1	39	0	0	0	0	0	0	554	546	514	535	515	465	32	36	30	17	17	16	0
1905	2	2	1	33	2	2	2	2	2	2	1282	1332	1347	1364	1395	1422	83	50	52	55	52	50	0
9286	1	2	2	41	0	0	0	0	-1	-1	531	522	437	414	20	20	32	31	26	353	20	117	0
7381	2	1	1	41	0	0	0	0	0	0	1162	943	2484	1825	1100	1311	49	1825	170	71	238	238	0
1905	2	2	2	23	-1	0	0	0	0	0	1365	1393	1201	1228	1168	808	51	48	48	49	48	29	0
3571	2	2	2	24	2	2	2	-1	-1	-1	1512	1589	18	136	19	55	103	0	137	19	55	38	1
11905	1	1	1	46	-1	-1	-1	-1	-1	-2	24	97	160	60	0	0	97	160	60	0	0	24	0
5714	2	1	1	33	-2	-2	-1	0	-1	-1	219	113	125	186	90	45	119	125	98	90	45	1106	0
1429	2	2	1	38	7	6	5	4	3	2	3005	1815	1720	1615	1502	1470	0	21	13	0	0	57	0
1190	1	2	1	44	0	0	0	0	0	0	1079	1096	721	626	639	652	36	34	22	23	24	24	0
476	1	2	2	24	0	0	0	0	0	-1	92	98	109	109	97	25	26	30	24	5	25	0	0
1190	2	3	2	56	0	-1	-1	2	0	0	625	70	146	105	105	35	72	146	0	0	0	0	0
5476	2	2	2	31	1	2	0	0	0	2	463	327	350	322	370	308	24	120	119	72	0	93	0
1190	1	2	1	30	0	0	0	0	0	0	1157	903	1194	1179	469	461	286	310	119	95	143	71	0
4762	2	1	1	40	-2	-2	-2	-2	-2	-2	61	192	764	165	45	77	192	764	171	45	77	233	0
238	1	2	1	29	0	0	0	0	0	0	224	237	223	123	19	0	72	48	48	0	0	0	0
4524	1	3	1	67	2	2	2	2	0	0	4448	4553	4659	4537	4559	4473	214	214	0	167	175	238	0
4286	2	2	1	39	-1	-1	-1	-1	-1	-1	128	147	9	15	0	23	148	9	15	0	23	52	0
5238	2	1	1	43	-1	-1	-1	-1	-1	-1	95	40	295	288	44	112	40	295	288	44	119	246	1
5714	1	1	1	50	-1	-1	-2	-2	-2	-2	50	0	0	0	0	0	0	0	0	0	0	0	0
1190	2	2	1	27	1	2	2	2	2	2	483	516	548	556	563	551	48	48	24	24	0	36	1
2143	2	2	1	30	-1	-1	-1	-1	0	0	10	10	10	165	173	181	10	10	165	24	24	24	0
1905	1	2	1	47	0	0	0	0	0	0	1255	1228	1215	1149	1100	1030	48	41	38	38	40	31	0
1667	1	2	2	31	0	0	0	0	2	0	1097	1125	1158	1217	1196	1164	52	60	86	0	42	45	1
476	2	3	2	48	0	0	0	0	0	0	413	443	427	447	459	457	38	33	28	17	18	48	0
8095	2	1	1	33	0	0	0	-2	-1	-1	850	974	0	0	183	505	143	0	0	183	505	252	0
1905	2	3	2	33	0	0	0	0	-1	-1	1741	1778	1844	1921	370	1943	65	95	119	370	1943	59	0
7143	2	2	2	30	1	-1	0	0	0	0	46	2512	2333	2246	2100	1875	2548	119	107	71	71	71	0
2857	2	3	1	47	0	0	0	0	0	0	2813	2824	2408	1917	1795	1837	120	119	72	71	71	71	0
